Locus tag,in cgMLST ?,Length,EC number,KO number,Gene Name,Function,N_allele,CDS,Pseudogene,missing,% presence,% pseudogenes,,,,
STMMW_11041,pseudogene,1287,,,pipD,peptidase family C69,644,0,3129,15,100%,100%,,,,
STMMW_11051,pseudogene,1365,2.7.13.3,K02484,copS,two-component sensor histidine kinase,666,2925,190,29,99%,6%,,,,
STMMW_11351,pseudogene,855,,K06217,phoH,"PhoB-dependent, ATP-binding pho regulon component",405,2784,357,3,100%,11%,,,,
STMMW_12131,pseudogene,2175,,K16088,fhuE,Putative OMR family iron-siderophore receptor precursor,922,2883,244,17,99%,8%,,,,
STMMW_12501,pseudogene,789,,,envF,EnvF,286,1783,290,1071,66%,14%,,,,
STMMW_12571,pseudogene,273,,,,hypothetical protein,370,1229,1878,37,99%,60%,,,,
STMMW_12741,pseudogene,150,,,,hypothetical protein,276,1016,2073,55,98%,67%,,,,
STMMW_12891,pseudogene,1494,,,yeaJ,diguanylate cylase,776,2796,332,16,99%,11%,,,,
STMMW_12961,pseudogene,255,,,,hypothetical protein,177,2326,752,66,98%,24%,,,,
STMMW_13361,pseudogene,315,,,,putative DNA/RNA non-specific endonuclease,405,1628,1495,21,99%,48%,,,,
STMMW_13381,pseudogene,207,,,,membrane protein,73,691,639,1814,42%,48%,,,,
STMMW_13681,pseudogene,1212,,,ydiM,transporter,447,2398,158,588,81%,6%,,,,
STMMW_14011,pseudogene,243,,K18984,ssaE,type III secretion system chaperone SsaE,153,2866,204,74,98%,7%,,,,
STMMW_14851,pseudogene,285,,,asr,putative secreted stress response protein; flags fragments,231,2873,268,3,100%,9%,,,,
STMMW_15482,pseudogene,210,,,,hypothetical protein,55,902,224,2018,36%,20%,,,,
STMMW_15781,pseudogene,633,,,steA,secreted effector protein SteA,473,2751,210,183,94%,7%,,,,
STMMW_15911,pseudogene,264,,,ydcX,putative inner membrane protein,162,2673,357,114,96%,12%,,,,
STMMW_15931,pseudogene,1425,,,ydcR,aminotransferase classes I and II superfamily,671,2838,294,12,100%,9%,,,,
STMMW_15941,pseudogene,771,3.4.13.22,K08641,pdgL,D-alanyl-D-alanine dipeptidase,498,2908,231,5,100%,7%,,,,
STMMW_15951,pseudogene,231,,,,putative inner membrane protein,192,1565,1308,271,91%,46%,,,,
STMMW_15971,pseudogene,951,,,sifB,secreted effector protein SifB,638,2730,260,154,95%,9%,,,,
STMMW_16821,pseudogene,219,,K03971,pspD,peripheral inner membrane phage-shock protein,128,2923,219,2,100%,7%,,,,
STMMW_16931,pseudogene,1374,,,steC,secreted effector kinase SteC,844,2718,365,61,98%,12%,,,,
STMMW_16941,pseudogene,180,,,,hypothetical protein,209,2174,880,90,97%,29%,,,,
STMMW_16951,pseudogene,300,,,ycjE,hypothetical protein,270,2074,883,187,94%,30%,,,,
STMMW_16971,pseudogene,1134,,,yciW,cytoplasmic protein,641,2714,182,248,92%,6%,,,,
STMMW_17421,pseudogene,315,,,,putative inner membrane protein,311,723,2337,84,97%,76%,,,,
STMMW_18461,pseudogene,171,,,,hypothetical protein,191,911,2037,196,94%,69%,,,,
STMMW_18491,pseudogene,270,,,,Putative cytoplasmic protein,166,2163,621,360,89%,22%,,,,
STMMW_18541,pseudogene,354,,,,putative exported protein,250,2875,268,1,100%,9%,,,,
STMMW_18701,pseudogene,972,2.3.1.243,K02560,msbB,lipid A biosynthesis (KDO)2-(lauroyl)-lipid IVA acyltransferase,553,2878,262,4,100%,8%,,,,
STMMW_19091,pseudogene,117,,,,hypothetical protein,74,2930,212,2,100%,7%,,,,
STMMW_19231,pseudogene,333,,,,Putative inner membrane protein,284,2056,1078,10,100%,34%,,,,
STMMW_19271,pseudogene,156,,,,putative inner membrane protein,101,2843,298,3,100%,9%,,,,
STMMW_19371,pseudogene,1206,2.1.1.-,K18475,fliB,lysine-N-methylase,736,2915,225,4,100%,7%,,,,
STMMW_19441,pseudogene,414,,,yedD,Putative lipoprotein,265,2695,328,121,96%,11%,,,,
STMMW_19731,pseudogene,300,,,,Putative inner membrane protein,245,893,2241,10,100%,72%,,,,
STMMW_19752,pseudogene,120,,,,conserved hypothetical protein,181,2560,346,238,92%,12%,,,,
STMMW_19791,pseudogene,162,,,,hypothetical protein,131,2370,187,587,81%,7%,,,,
STMMW_19801,pseudogene,243,,,,putative membrane protein,125,866,1204,1074,66%,58%,,,,
STMMW_19871,pseudogene,546,,,,"phage baseplate protein, partial",152,107,659,2378,24%,86%,,,,
STMMW_19961,pseudogene,561,,,,phage protein,162,598,192,2354,25%,24%,,,,
STMMW_20001,pseudogene,1206,,,,phage capsid protein,88,410,29,2705,14%,7%,,,,
STMMW_20041,pseudogene,495,,,,phage terminase (small subunit),45,402,27,2715,14%,6%,,,,
STMMW_20071,pseudogene,420,,,,kilA/APSES-type HTH DNA-binding protein,93,128,302,2714,14%,70%,,,,
STMMW_20111,pseudogene,345,,,,holin,43,342,52,2750,13%,13%,,,,
STMMW_20121,pseudogene,435,,,,"phage protein, partial",12,136,20,2988,5%,13%,,,,
STMMW_20191,pseudogene,894,,,,DNA methyl transferase,44,269,23,2852,9%,8%,,,,
STMMW_20251,pseudogene,534,,,,predicted bacteriophage protein,143,648,44,2452,22%,6%,,,,
STMMW_20321,pseudogene,570,,,,exonuclease,97,514,33,2597,17%,6%,,,,
STMMW_20352,pseudogene,189,,,,putative bacteriophage integrase,103,1959,168,1017,68%,8%,,,,
STMMW_20361,pseudogene,474,,,,peptidase,184,1734,129,1281,59%,7%,,,,
STMMW_20371,pseudogene,699,,,,"putative branched chain amino acid transport protein, partial",131,1280,171,1693,46%,12%,,,,
STMMW_20401,pseudogene,255,,,,hypothetical protein,219,707,2068,369,88%,75%,,,,
STMMW_20421,pseudogene,162,,,,putative cytoplasmic protein,54,1893,183,1068,66%,9%,,,,
STMMW_20441,pseudogene,387,,,,membrane protein,116,1628,445,1071,66%,21%,,,,
STMMW_20442,pseudogene,168,,,,hypothetical protein,207,429,1173,1542,51%,73%,,,,
STMMW_20451,pseudogene,1458,,,yeeO,MATE family multidrug exporter,668,2819,309,16,99%,10%,,,,
STMMW_20681,pseudogene,795,,K02440,pduF,propanediol utilization: propanediol diffusion facilitator,413,2822,225,97,97%,7%,,,,
STMMW_20971,pseudogene,2349,,,sopA,E3 ubiquitin--protein ligase,892,2140,717,287,91%,25%,,,,
STMMW_21241,pseudogene,993,1.17.1.1,K00523,rfbI,"CDP-6-deoxy-delta-3,4-glucoseen reductase",125,576,1073,1495,52%,65%,,,,
STMMW_21651,pseudogene,717,,,,putative inner membrane protein,454,2623,245,276,91%,9%,,,,
STMMW_21681,pseudogene,1047,,,sseK2,non-LEE encoded effector protein NleB,322,1296,208,1640,48%,14%,,,,
STMMW_21702,pseudogene,117,,,,hypothetical protein,92,2179,819,146,95%,27%,,,,
STMMW_21781,pseudogene,798,2.7.1.50,K00878,thiM,hydroxyethylthiazole kinase,578,2893,240,11,100%,8%,,,,
STMMW_21891,pseudogene,468,,,yehS,putative cytoplasmic protein,255,2870,211,63,98%,7%,,,,
STMMW_22211,pseudogene,1521,3.6.3.17,K10542,mglA,galactose/methyl galactoside ABC transporter ATP-binding protein MglA,739,2916,221,7,100%,7%,,,,
STMMW_22421,pseudogene,711,,K02356,yeiP,elongation factor P (EF-P),291,2755,388,1,100%,12%,,,,
STMMW_22591,pseudogene,672,3.4.21.-,K03503,umuD,DNA polymerase V,36,555,37,2552,19%,6%,,,,
STMMW_22611,pseudogene,1830,,,oafA,O-antigen acetylase,48,421,141,2582,18%,25%,,,,
STMMW_22721,pseudogene,2367,,K15353,sspH2,pathogenicity island 2 effector protein SseJ,345,1338,95,1711,46%,7%,,,,
STMMW_22731,pseudogene,204,,,,"bacteriophage tail fiber assembly protein (pseudogene), partial",28,1188,286,1670,47%,19%,,,,
STMMW_22761,pseudogene,564,,,,"Lipid A 3-O-deacylase-related, PagL",341,2779,183,182,94%,6%,,,,
STMMW_22821,pseudogene,870,,K02574,napH,quinol dehydrogenase ferredoxin subunit NapH,521,2874,213,57,98%,7%,,,,
STMMW_22981,pseudogene,1326,,,,permease,566,2554,236,354,89%,8%,,,,
STMMW_22991,pseudogene,885,,,,Transcriptional regulator GntR family,400,2606,180,358,89%,6%,,,,
STMMW_23111,pseudogene,954,3.4.22.-,K18015,sseL,deubiquitinase SseL,679,2815,206,123,96%,7%,,,,
STMMW_23511,pseudogene,153,,,,"putative cytoplasmic protein, partial",145,2869,275,0,100%,9%,,,,
STMMW_24001,pseudogene,1215,2.3.1.41,K00647,fabB,beta-ketoacyl-[acyl-carrier-protein] synthase I,554,2883,261,0,100%,8%,,,,
STMMW_24192,pseudogene,261,,,,phosphoglycerate transport: protein for signal transmission,220,1804,1222,118,96%,40%,,,,
STMMW_24571,pseudogene,381,,,yfeK,putative periplasmic protein,360,1364,1565,215,93%,53%,,,,
STMMW_24701,pseudogene,900,1.3.3.3,K00228,hemF,coproporphyrinogen III oxidase,631,2804,336,4,100%,11%,,,,
STMMW_25241,pseudogene,237,,,,plasmid stabilization protein,29,631,92,2421,23%,13%,,,,
STMMW_25261,pseudogene,357,,K07497,,putative IS3-like transposase,197,1712,556,876,72%,25%,,,,
STMMW_25321,pseudogene,5598,,,ratA,RatA,1003,2202,414,528,83%,16%,,,,
STMMW_25341,pseudogene,2193,,K13735,sinH,Aec1,809,2495,395,254,92%,14%,,,,
STMMW_25471,pseudogene,2406,1.8.5.3,K07306,dmsA,"anaerobic dimethyl sulfoxide reductase, A subunit, DmsA/YnfE family",1001,2792,341,11,100%,11%,,,,
STMMW_25911,pseudogene,927,,,,LysR family transcriptional regulator,413,2537,312,295,91%,11%,,,,
STMMW_26071,pseudogene,825,,,,appr-1-p processing enzyme family protein,233,779,54,2311,26%,6%,,,,
STMMW_26121,pseudogene,699,,,,phage minor tail protein L,220,947,72,2125,32%,7%,,,,
STMMW_26141,pseudogene,3096,,,,gifsy-1 prophage VmtH,427,792,357,1995,37%,31%,,,,
STMMW_26151,pseudogene,315,,,,"phage tail protein, partial",111,994,77,2073,34%,7%,,,,
STMMW_26171,pseudogene,747,,,,gifsy-1 prophage VmtV,191,872,145,2127,32%,14%,,,,
STMMW_26211,pseudogene,384,,,,phage Head-Tail Attachment,79,424,399,2321,26%,48%,,,,
STMMW_26251,pseudogene,1497,,,,gifsy-1 prophage head-tail preconnector gp5,239,827,155,2162,31%,16%,,,,
STMMW_26401,pseudogene,234,,K12149,dinI,DNA damage-inducible protein I,170,863,367,1914,39%,30%,,,,
STMMW_26411,pseudogene,633,,,,putative prophage protein,12,180,29,2935,7%,14%,,,,
STMMW_26441,pseudogene,885,,,,replication protein O of prophage CP-933X,67,270,18,2856,9%,6%,,,,
STMMW_26511,pseudogene,159,,,,DNA breaking-rejoining protein,42,587,97,2460,22%,14%,,,,
STMMW_26701,pseudogene,681,,K05812,yfiP,DTW domain-containing protein,491,2866,275,3,100%,9%,,,,
STMMW_26951,pseudogene,591,,K03687,grpE,nucleotide exchange factor GrpE,235,2882,262,0,100%,8%,,,,
STMMW_27011,pseudogene,453,,,yfjG,polyketide cyclase/dehydrase family protein,192,12,3132,0,100%,100%,,,,
STMMW_27081,pseudogene,639,,,,predicted protein,32,371,104,2669,15%,22%,,,,
STMMW_27111,pseudogene,216,,,,"transcriptional regulator, AlpA family",30,503,94,2547,19%,16%,,,,
STMMW_27122,pseudogene,126,,,,predicted protein,9,371,26,2747,13%,7%,,,,
STMMW_27131,pseudogene,1284,,,,putative ATPase,19,294,41,2809,11%,12%,,,,
STMMW_27211,pseudogene,1203,,,,hexulose-6-phosphate synthase,15,327,43,2774,12%,12%,,,,
STMMW_27261,pseudogene,1542,,K02765,gamP,PTS glucose transporter subunit IIABC,15,345,24,2775,12%,7%,,,,
STMMW_27351,pseudogene,300,,K07483,,transposase,273,723,968,1453,54%,57%,,,,
STMMW_27361,pseudogene,867,,K07497,,transposase,249,533,428,2183,31%,45%,,,,
STMMW_27391,pseudogene,573,,,hin,DNA-invertase hin,244,1746,439,959,69%,20%,,,,
STMMW_27451,pseudogene,333,,,,putative inner membrane protein (plasmid),402,2781,240,123,96%,8%,,,,
STMMW_27471,pseudogene,339,,,,conserved hypothetical protein,281,1448,1429,267,92%,50%,,,,
STMMW_27611,pseudogene,678,,K15735,ygaE,transcriptional regulator,379,2936,207,1,100%,7%,,,,
STMMW_28061,pseudogene,810,,,,periplasmic or exported protein,518,2701,231,212,93%,8%,,,,
STMMW_28271,pseudogene,909,,K08598,avrA,AvrA,380,1961,364,819,74%,16%,,,,
STMMW_28311,pseudogene,681,,,orgB,oxygen-regulated gene required for bacterial internalization,234,1572,1357,215,93%,46%,,,,
STMMW_28711,pseudogene,522,,,,cytoplasmic protein,199,998,506,1640,48%,34%,,,,
STMMW_29071,pseudogene,2664,,K07012,ygcB,CRISPR-associated helicase/endonuclease Cas3,497,1606,248,1290,59%,13%,,,,
STMMW_29131,pseudogene,798,2.5.1.105,K06897,,MBL fold metallo-hydrolase,604,2832,202,110,97%,7%,,,,
STMMW_29180,pseudogene,291,,K19092,parE,"plasmid stabilization system protein, RelE/ParE family",97,1396,311,1437,54%,18%,,,,
STMMW_29261,pseudogene,252,,,,hypothetical protein,129,1501,1577,66,98%,51%,,,,
STMMW_29701,pseudogene,1203,,K08227,ygeD,lysophospholipid transporter LplT,646,2886,257,1,100%,8%,,,,
STMMW_29721,pseudogene,147,,,,hypothetical protein,101,2531,551,62,98%,18%,,,,
STMMW_29961,pseudogene,252,,,,endonuclease,83,1081,217,1846,41%,17%,,,,
STMMW_30101,pseudogene,312,,K09900,yqfB,ASCH domain-containing protein,210,2936,207,1,100%,7%,,,,
STMMW_30251,pseudogene,252,,,,hypothetical protein,226,666,2266,212,93%,77%,,,,
STMMW_30311,pseudogene,1047,1.2.1.72,K03472,epd,D-erythrose-4-phosphate dehydrogenase,539,2882,262,0,100%,8%,,,,
STMMW_30411,pseudogene,474,,K19334,tabA,mannitol dehydrogenase,212,703,1334,1107,65%,65%,,,,
STMMW_30551,pseudogene,780,2.1.1.193,K09761,yggJ,Ribosomal RNA small subunit methyl transferase E,361,2756,383,5,100%,12%,,,,
STMMW_30591,pseudogene,687,,,iclR,IclR family transcriptional regulator,502,2836,307,1,100%,10%,,,,
STMMW_30741,pseudogene,1257,,K03289,nupG,nucleoside permease,617,2854,207,83,97%,7%,,,,
STMMW_30771,pseudogene,435,,,lgl,putative lactoylglutathione lyase,98,1982,266,896,72%,12%,,,,
STMMW_30901,pseudogene,381,,,iraD,iraD GPW_gp25 like lysozyme,243,2870,201,73,98%,7%,,,,
STMMW_31011,pseudogene,711,,K02020,modA,"molybdenum ABC transporter, periplasmic molybdate-binding protein",538,2869,210,65,98%,7%,,,,
STMMW_31271,pseudogene,456,,,,HIT family protein,202,2656,259,229,93%,9%,,,,
STMMW_31551,pseudogene,678,,K03611,dsbB,"Inner membrane thiol:disulfide oxidoreductase,DsbB-like",360,2845,226,73,98%,7%,,,,
STMMW_31571,pseudogene,360,,K09806,yqiC,putative cytoplasmic protein,128,520,2623,1,100%,83%,,,,
STMMW_31681,pseudogene,612,2.3.1.15,K08591,ygiH,glycerol-3-phosphate acyltransferase,348,2118,1026,0,100%,33%,,,,
STMMW_31751,pseudogene,1119,,K06905,gpD,phage late control gene D,220,422,114,2608,17%,21%,,,,
STMMW_31771,pseudogene,2442,,,,phage tail tape measure protein,311,281,328,2535,19%,54%,,,,
STMMW_31811,pseudogene,1188,,K06907,,tail sheath protein,265,491,116,2537,19%,19%,,,,
STMMW_31821,pseudogene,591,,,,Phage tail fibers,271,109,768,2267,28%,88%,,,,
STMMW_31851,pseudogene,531,,,gpI,phage tail protein I,165,424,165,2555,19%,28%,,,,
STMMW_31891,pseudogene,642,,,,baseplate assembly protein,220,507,81,2556,19%,14%,,,,
STMMW_31932,pseudogene,297,,,,holin,92,458,104,2582,18%,19%,,,,
STMMW_31991,pseudogene,1770,,,,Phage terminase ATPase subunit,281,458,142,2544,19%,24%,,,,
STMMW_32002,pseudogene,183,,,,hypothetical protein,131,261,184,2699,14%,41%,,,,
STMMW_32011,pseudogene,939,,,,phage protein,32,87,14,3043,3%,14%,,,,
STMMW_32051,pseudogene,2244,,,,replication protein,102,65,143,2936,7%,69%,,,,
STMMW_32071,pseudogene,273,,,,Phage protein,56,106,74,2964,6%,41%,,,,
STMMW_32102,pseudogene,201,,,,fil domain protein,157,612,152,2380,24%,20%,,,,
STMMW_32131,pseudogene,1023,,,,integrase,46,21,108,3015,4%,84%,,,,
STMMW_32391,pseudogene,1332,,,yhaO,transporter,641,2928,207,9,100%,7%,,,,
STMMW_32891,pseudogene,1410,6.3.4.5,K01940,argG,argininosuccinate synthetase,678,2880,264,0,100%,8%,,,,
STMMW_32941,pseudogene,510,,K07491,tnpA_1c,Transposase for insertion sequence element IS200,193,1261,191,1692,46%,13%,,,,
STMMW_33011,pseudogene,1011,,,yhbE,drug/metabolite transporter permease,347,2826,318,0,100%,10%,,,,
STMMW_33311,pseudogene,1104,,,yhcG,hypothetical protein,586,2622,262,260,92%,9%,,,,
STMMW_33321,pseudogene,1254,,K10974,codB,cytosine permease,618,2940,200,4,100%,6%,,,,
STMMW_33711,pseudogene,1053,,K03570,mreC,rod shape-determining protein MreC,529,2900,241,3,100%,8%,,,,
STMMW_33861,pseudogene,2100,,,,histidine kinase,862,2392,594,158,95%,20%,,,,
STMMW_33961,pseudogene,543,,K07479,yrdD,DNA topoisomerase,294,2849,295,0,100%,9%,,,,
STMMW_34691,pseudogene,5829,,K12516,bigA,putative surface-exposed virulence protein BigA,1174,1835,147,1162,63%,7%,,,,
STMMW_35081,pseudogene,1020,6.5.1.4,K01974,rtcA,RNA 3'-terminal phosphate cyclase,357,820,773,1551,51%,49%,,,,
STMMW_35171,pseudogene,1461,,K02040,pstS,phosphate ABC transporter substrate-binding protein,459,2013,136,995,68%,6%,,,,
STMMW_35771,pseudogene,1197,,K07007,yhiN,NAD(FAD)-utilizing dehydrogenases,727,2826,315,3,100%,10%,,,,
STMMW_35941,pseudogene,357,,,,phage-like lysozyme,220,2862,274,8,100%,9%,,,,
STMMW_36101,pseudogene,204,,,yhjR,hypothetical protein,85,2915,204,25,99%,7%,,,,
STMMW_36281,pseudogene,2529,,K07347,lpfC,long polar fimbrial outer membrane usher protein LpfC,383,1600,121,1423,55%,7%,,,,
STMMW_36432,pseudogene,192,,K07497,,transposase,107,1122,1056,966,69%,48%,,,,
STMMW_36581,pseudogene,933,,,,YiaX1,585,2336,624,184,94%,21%,,,,
STMMW_36621,pseudogene,1497,2.7.1.53,K00880,lyxK,carbohydrate kinase,730,2743,229,172,95%,8%,,,,
STMMW_36631,pseudogene,663,4.1.1.85,K03081,sgbH,3-keto-L-gulonate 6-phosphate decarboxylase,548,2403,582,159,95%,19%,,,,
STMMW_36731,pseudogene,1917,2.7.1.197,K02798,mtlA,PTS mannitol transporter subunit IICBA,750,2596,548,0,100%,17%,,,,
STMMW_37091,pseudogene,234,,,yibR,putative inner membrane protein,62,1319,165,1660,47%,11%,,,,
STMMW_37261,pseudogene,882,3.5.2.6,K17837,bla2,HARLDQ motif MBL-fold protein,590,2479,664,1,100%,21%,,,,
STMMW_37431,pseudogene,1038,,,rhuM,2-hydroxyacid dehydrogenase,99,915,275,1954,38%,23%,,,,
STMMW_37441,pseudogene,174,,K07483,,ISxac3 transposase,116,1147,1334,663,79%,54%,,,,
STMMW_37481,pseudogene,858,,,marT,putative transcriptional regulator MarT,463,2738,220,186,94%,7%,,,,
STMMW_37661,pseudogene,360,,,,"Toxin-antitoxin system, toxin component, RelE",256,2600,343,201,94%,12%,,,,
STMMW_38161,pseudogene,846,,K07024,yidA,sugar phosphate phosphatase,536,2011,1030,103,97%,34%,,,,
STMMW_38191,pseudogene,897,,,,LysR family transcriptional regulator,326,2104,319,721,77%,13%,,,,
STMMW_38711,pseudogene,1428,,,yieO,MFS transporter,678,2846,297,1,100%,9%,,,,
STMMW_38811,pseudogene,318,,,,cytoplasmic protein,130,2208,217,719,77%,9%,,,,
STMMW_38831,pseudogene,888,,K02521,ilvY,"98% identity to E. coli transcriptional activator protein (ILVY) (SP:P05827); contains similarity to Pfam family PF00126 (Bacterial regulatory helix-turn-helix protein, lysR family), score=207.1, E=2.7e-58, N=1",425,2428,214,502,84%,8%,,,,
STMMW_38861,pseudogene,306,,,,"cyclic nucleotide-binding domain protein (fragment), partial",206,0,3125,19,99%,100%,,,,
STMMW_38871,pseudogene,111,,K03811,pnuC,nicotinamide riboside transporter PnuC,89,2864,253,27,99%,8%,,,,
STMMW_39251,pseudogene,459,,,yigG,Inner membrane protein yigG,114,1177,86,1881,40%,7%,,,,
STMMW_39261,pseudogene,885,,K05786,rarD,chloramphenical resistance permease RarD,566,1264,1878,2,100%,60%,,,,
STMMW_39371,pseudogene,1344,,K06871,,anaerobic sulfatase maturase,638,2685,259,200,94%,9%,,,,
STMMW_39761,pseudogene,1242,1.3.99.22,K02495,hemN,radical SAM family enzyme in interesting gene cluster,469,2039,164,941,70%,7%,,,,
STMMW_39781,pseudogene,1026,,,,"putative periplasmic protein, partial",450,2051,151,942,70%,7%,,,,
STMMW_40031,pseudogene,1032,,,,inner membrane lipoprotein,359,1973,198,973,69%,9%,,,,
STMMW_40191,pseudogene,984,,,,trap dicarboxylate transporter subunit DctP,546,2656,171,317,90%,6%,,,,
STMMW_40291,pseudogene,756,3.6.1.26,K01521,cdh-a,CDP-diacylglycerol pyrophosphatase (plasmid),479,2839,304,1,100%,10%,,,,
STMMW_40441,pseudogene,330,5.3.1.32,K11530,yneC,antibiotic biosynthesis monooxygenase,85,2395,206,543,83%,8%,,,,
STMMW_40621,pseudogene,663,,,,putative outer membrane lipoprotein,363,2507,246,391,88%,9%,,,,
STMMW_41081,pseudogene,324,,,,putative inner membrane protein,188,689,1880,575,82%,73%,,,,
STMMW_41091,pseudogene,345,,,,cytoplasmic protein,325,1441,1404,299,90%,49%,,,,
STMMW_41111,pseudogene,189,,,,cytoplasmic protein,71,511,1265,1368,56%,71%,,,,
STMMW_41391,pseudogene,690,3.4.13.21,K05995,pepE,peptidase E,532,2918,223,3,100%,7%,,,,
STMMW_41401,pseudogene,102,,,,hypothetical protein,107,2721,414,9,100%,13%,,,,
STMMW_41461,pseudogene,291,,,,putative inner membrane protein,76,430,355,2359,25%,45%,,,,
STMMW_42211,pseudogene,888,,,,LysR family transcriptional regulator,478,2861,282,1,100%,9%,,,,
STMMW_42271,pseudogene,147,,,,putative entericidin B precursor,157,2935,208,1,100%,7%,,,,
STMMW_42321,pseudogene,2223,,K04016,nrfE,heme lysase NrfEFG subunit NrfE,896,1233,1720,191,94%,58%,,,,
STMMW_42561,pseudogene,2430,1.8.5.3,K07306,dmsA,dimethyl sulfoxide reductase subunit A,876,2603,370,171,95%,12%,,,,
STMMW_42611,pseudogene,906,,,,SdiA-regulated,533,2852,283,9,100%,9%,,,,
STMMW_42621,pseudogene,270,,,,putative phage protein,248,797,1076,1271,60%,57%,,,,
STMMW_42631,pseudogene,216,,,,putative cytoplasmic protein,144,605,1180,1359,57%,66%,,,,
STMMW_42661,pseudogene,222,,,,putative cytoplasmic protein,242,1603,1460,81,97%,48%,,,,
STMMW_42681,pseudogene,492,,,,GNAT family acetyltransferase,229,1968,134,1042,67%,6%,,,,
STMMW_42832,pseudogene,177,,K16347,ecnA,putative entericidin A precursor,169,2820,324,0,100%,10%,,,,
STMMW_43151,pseudogene,699,,,yjfJ,PspA sigma54-dependent transcription supressor,454,2726,236,182,94%,8%,,,,
STMMW_43271,pseudogene,1431,,K03475,sgaT,putative PTS enzyme IIsga subunit,686,2831,309,4,100%,10%,,,,
STMMW_43291,pseudogene,465,2.7.1.194,K02821,ptxA,ascorbate-specific phosphotransferase enzyme IIA component,356,2880,262,2,100%,8%,,,,
STMMW_43341,pseudogene,207,,,,hypothetical protein,117,1699,413,1032,67%,20%,,,,
STMMW_43421,pseudogene,1410,,K11737,cycA,D-serine/D-alanine/glycine transporter,679,2356,784,4,100%,25%,,,,
STMMW_43661,pseudogene,303,,,,putative cytoplasmic protein,225,946,313,1885,40%,25%,,,,
STMMW_43871,pseudogene,645,,,,Putative inner membrane protein,391,2877,222,45,99%,7%,,,,
STMMW_44131,pseudogene,192,,,,conserved hypothetical protein,278,2359,747,38,99%,24%,,,,
STMMW_44171,pseudogene,813,1.-.-.-,K06169,miaE,tRNA 2-methylthio-N6-isopentenyl adenosine(37) hydroxylase MiaE,529,2411,686,47,99%,22%,,,,
STMMW_44181,pseudogene,489,,,ytgA,putative exported protein,363,2647,300,197,94%,10%,,,,
STMMW_44331,pseudogene,270,,,,DNA breaking-rejoining enzyme,112,0,998,2146,32%,100%,,,,
