V1,n_syn,n_nonsyn
CFSAN001921_RS03255_1,1162,3680
CFSAN001992_RS11545_1,589,2084
CFSAN001992_RS06505_1,716,2542
CFSAN002050_RS04345_1,228,654
CFSAN001992_RS03765_1,149,535
CFSAN001992_RS00020_1,471,1545
CFSAN001921_RS24510_1,234,774
CFSAN001992_RS00005_1,155,493
CFSAN001921_RS24520_1,166,527
CFSAN001992_RS15565_1,141,606
CFSAN002050_RS04270_1,869,2938
CFSAN001921_RS12150_1,195,732
CFSAN002050_RS10130_1,215,721
CFSAN002050_RS24655_1,189,630
CFSAN002050_RS24565_1,406,1430
CFSAN002050_RS24265_1,694,2483
CFSAN002050_RS10510_1,209,907
CFSAN002050_RS20730_1,320,967
CFSAN002050_RS15470_1,265,977
CFSAN002050_RS15450_1,884,2824
CFSAN002050_RS15455_1,1825,5852
CFSAN002050_RS19575_1,229,815
CFSAN002050_RS24325_1,276,894
CFSAN002050_RS20490_1,1049,3478
CFSAN002050_RS25300_1,132,489
CFSAN002050_RS25320_1,238,824
CFSAN002050_RS12220_1,553,1697
CFSAN002050_RS24960_1,374,1300
CFSAN002050_RS24230_1,710,2467
CFSAN002050_RS24955_1,759,2427
CFSAN002050_RS20495_1,483,1569
CFSAN002050_RS15300_1,179,604
CFSAN002050_RS24470_1,245,961
CFSAN002050_RS24720_1,187,677
CFSAN002050_RS14505_1,1904,6259
CFSAN002050_RS20815_1,2053,6524
CFSAN002050_RS25020_1,2247,7761
CFSAN002050_RS21020_1,716,2497
CFSAN002050_RS25475_1,574,1874
CFSAN002050_RS24375_1,523,1844
CFSAN002050_RS25180_1,728,2341
CFSAN002050_RS10520_1,371,1537
CFSAN002050_RS20895_1,486,1422
CFSAN002050_RS24280_1,2956,9959
CFSAN002050_RS24705_1,125,460
CFSAN002050_RS20760_1,1531,4850
CFSAN002050_RS20930_1,1430,4636
CFSAN002050_RS25100_1,919,3041
CFSAN002050_RS16110_1,256,959
CFSAN002050_RS17655_1,190,701
CFSAN002050_RS25435_1,305,1063
CFSAN002050_RS15855_1,763,2954
CFSAN002050_RS24630_1,236,898
CFSAN002050_RS21035_1,1577,5020
CFSAN002050_RS25450_1,710,2413
CFSAN002050_RS21355_1,147,483
CFSAN002050_RS24305_1,694,2420
HCM1.48c_1,297,963
HCM1.261_1,376,1316
epsilon34_gp45_1,306,1107
epsilon34_gp63_1,154,476
HCM2.0005c_1,236,880
CFSAN002069_RS23610_1,194,706
HCM2.0007c_1,148,455
HCM1.282_1,231,741
CFSAN002069_RS00215_1,633,2184
CFSAN002069_RS23655_1,469,1520
HCM1.143_1,175,653
HCM1.31c_1,278,1117
FORC7_RS00545_1,126,513
FORC7_RS00540_1,165,564
HCM1.17c_1,176,607
HCM1.174_1,329,1147
CFSAN002050_RS25535_1,128,493
HCM1.197c_1,297,981
CFSAN002069_RS23640_1,210,861
HCM1.137_1,495,1773
FORC20_RS12965_1,147,546
HCM1.119_1,661,2237
DT104_RS20055_1,1133,3853
FORC20_RS08100_1,436,1787
F482_gp67_1,385,1244
IY64_RS10140_1,574,2180
HCM2.0030c_1,175,698
IZ85_RS10005_1,591,1920
HCM2.0081_1,354,1230
I137_RS13655_1,164,619
IA1_RS22025_1,198,756
IA1_RS01575_1,506,2032
IA1_RS22000_1,822,3111
HCM2.0031c_1,216,702
N272_gp37_1,1589,5224
N272_gp31_1,132,462
HCM2.0120c_1,625,2165
HCM2.0015c_1,2488,8069
IA1_RS05015_1,776,2878
HCM2.0032c_1,115,344
HCM2.0008c_1,747,2484
HCM2.0100c_1,443,1483
HCM2.0086c_1,170,694
HCM2.0055c_1,481,1715
IA1_RS21990_1,177,768
IA1_RS05010_1,162,576
HCM2.0028c_1,362,1303
LW89_RS17775_1,198,675
HCM2.0103c_1,462,1608
HCM2.0040c_1,811,2825
HCM2.0053c_1,388,1376
N272_gp27_1,279,945
HCM2.0094c_1,212,742
HCM2.0014c_1,303,1029
HCM2.0048c_1,218,817
HCM2.0042c_1,464,1714
N898_RS01255_1,407,1150
N898_RS05290_1,131,445
N898_RS02245_1,117,558
N898_RS00315_1,717,2658
N898_RS12695_1,344,1069
N898_RS12375_1,717,2343
N898_RS12730_1,1207,3581
N898_RS01640_1,1764,5652
N898_RS00220_1,123,390
N643_RS19770_1,640,2096
N898_RS16795_1,291,1050
N898_RS16325_1,157,473
NCTC10384_04415_1,104,346
NCTC10047_00330_1,121,491
NCTC10705_03580_1,166,509
NCTC10705_04703_1,156,456
NCTC10705_04701_1,679,2093
NCTC10384_04431_1,74,295
NCTC12417_04462_1,82,332
NCTC12418_00024_1,583,2477
NCTC12417_04726_1,190,692
NCTC12418_01313_1,162,657
NCTC12420_01702_1,556,2045
NCTC12420_03993_1,593,2044
NCTC4840_01136_1,127,476
NCTC4444_04588_1,659,2068
NCTC13348_04903_1,78,282
NCTC13175_00607_1,99,351
NCTC4444_04574_1,521,1711
NCTC4444_01840_1,68,292
NCTC12709_03773_1,52,227
NCTC13347_04979_1,71,226
NCTC13348_04940_1,101,322
NCTC4444_04607_1,367,1469
NCTC3046_04619_1,141,453
NCTC5742_01629_1,87,381
NCTC5742_03896_1,300,1176
NCTC5773_01874_1,164,466
NCTC5722_03947_1,89,280
NCTC5722_02316_1,148,500
NCTC5773_00651_1,169,632
NCTC5750_04784_1,504,1809
NCTC5722_00744_1,68,220
NCTC5798_01916_1,150,471
NCTC5798_00695_1,198,603
NCTC5798_04727_1,46,278
NCTC5798_03223_1,226,701
NCTC6024_00751_1,133,488
NCTC5798_04781_1,126,540
NCTC5798_03420_1,77,292
NCTC6385_00008_1,139,509
NCTC6802_03930_1,3418,11450
NCTC7102_00783_1,179,658
NCTC6759_02705_1,346,1220
NCTC7102_00006_1,121,491
NCTC7102_00774_1,1516,4559
NCTC7295_01108_1,66,312
NCTC7295_03173_1,573,2091
NCTC7295_02678_1,179,577
NCTC7295_01799_1,654,2379
NCTC7295_00252_1,64,206
NCTC7295_02980_1,123,417
NCTC7295_03536_1,593,2377
NCTC7295_01863_1,184,626
NCTC7295_01458_1,106,425
NCTC7295_04442_1,171,549
NCTC7295_03100_1,104,373
NCTC7295_02905_1,148,545
NCTC7295_03621_1,266,823
NCTC7295_04167_1,116,370
NCTC7295_01728_1,200,835
NCTC7295_00897_1,1767,5793
NCTC7295_00895_1,1214,3718
NCTC7299_02629_1,65,268
NCTC7299_01826_1,142,425
NCTC7299_02814_1,370,1043
NCTC7299_04276_1,104,436
NCTC7299_00942_1,193,671
NCTC7299_00072_1,400,1499
NCTC7299_00959_1,628,1991
NCTC7300_03958_1,202,653
NCTC7299_00026_1,121,473
NCTC7299_04633_1,150,552
NCTC7299_01219_1,704,2545
NCTC7304_01858_1,131,400
NCTC7304_03858_1,1197,4554
NCTC7304_01300_1,514,1538
NCTC7300_04462_1,429,1632
NCTC7304_01026_1,106,389
NCTC7300_04923_1,78,309
NCTC7300_04045_1,140,490
NCTC7300_05031_1,391,1175
NCTC7302_03110_1,90,288
NCTC7308_02221_1,54,225
NCTC7307_00920_1,130,455
NCTC7318_01838_1,111,411
NCTC7406_04354_1,245,916
NCTC7404_03872_1,255,780
NCTC7404_03879_1,175,653
NCTC7404_02728_1,182,691
NCTC7831_03340_1,86,391
NCTC7404_03871_1,221,751
NCTC7832_04552_1,334,1079
NCTC8256_00211_1,702,2385
NCTC8256_01513_1,111,393
NCTC7831_04617_1,560,1978
NCTC7832_03258_1,642,2130
NCTC8258_04984_1,103,374
NCTC7831_04618_1,277,1136
NCTC8261_02055_1,123,444
NCTC7836_00747_1,164,628
NCTC7832_03931_1,1166,4027
NCTC7832_03937_1,250,983
NCTC8272_02312_1,935,3394
NCTC8270_04885_1,116,343
NCTC8270_02828_1,150,525
NCTC8271_00894_1,113,409
NCTC8270_04313_1,70,281
NCTC8272_02311_1,113,400
NCTC8496_03973_1,65,232
NCTC8496_03977_1,138,501
NCTC92_02036_1,263,835
NCTC8705_02779_1,56,277
NCTC9868_04522_1,2160,7029
NCTC9868_04527_1,132,453
NCTC9868_04530_1,367,1271
PSLT025_1,221,670
QX44_RS10425_1,128,439
QX44_RS11280_1,218,682
QX44_RS06110_1,1010,3940
QX44_RS06125_1,573,1839
QX44_RS16390_1,1012,3434
QX44_RS06895_1,276,930
QX44_RS00280_1,231,984
QX44_RS10385_1,110,403
QX44_RS06010_1,355,1328
QX44_RS10355_1,170,694
QX44_RS11290_1,966,3426
QX44_RS11295_1,239,814
QX44_RS00235_1,297,1116
QX44_RS04355_1,289,944
QX44_RS17665_1,800,2629
QX44_RS16385_1,487,1556
QX44_RS12000_1,361,1259
SAL_BA0599AA_01171_1,317,979
SAL_BA2520AA_01046_1,271,962
SAL_BA2175AA_01243_1,408,1554
SAL_BA5449AA_04105_1,188,676
SAL_BA5452AA_02788_1,366,1173
SAL_BA6565AA_03909_1,567,2025
SAL_CA3076AA_01897_1,312,1047
SAL_CA1431AA_03900_1,545,1804
SAL_CA2727AA_02277_1,731,2599
SAL_CA2727AA_02278_1,875,3094
SAL_CA2540AA_01447_1,397,1448
SAL_CA3755AA_01850_1,204,687
SAL_CA3755AA_01857_1,237,771
SAL_CA4905AA_01280_1,1525,5171
SAL_CA4877AA_04287_1,299,1096
SAL_CA6936AA_04481_1,413,1459
SAL_CA6391AA_01314_1,293,1048
SAL_CA7205AA_01456_1,1327,4964
SAL_CA7602AA_04505_1,162,540
SAL_DA0077AA_01051_1,156,627
SAL_DA0947AA_02876_1,429,1272
SAL_DA1532AA_00251_1,442,1547
SAL_DA1427AA_00238_1,731,2914
SAL_DA1601AA_01267_1,241,992
SAL_DA1588AA_02035_1,296,1189
SAL_DA1844AA_00247_1,148,563
SAL_DA1588AA_02034_1,337,1364
SAL_DA4055AA_02983_1,302,1057
SAL_DA5432AA_04397_1,813,2841
SAL_DA6084AA_03392_1,167,760
SAL_DA6084AA_01847_1,280,1088
SAL_DA6084AA_01839_1,192,564
SAL_DA8111AA_00923_1,377,1288
SAL_DA8525AA_01506_1,762,2622
SAL_EA0080AA_02680_1,1743,6915
SAL_EA0080AA_04491_1,3113,10603
SAL_EA0582AA_01526_1,1689,6573
SAL_EA0626AA_00593_1,241,803
SAL_EA0782AA_00792_1,138,519
SAL_EA0782AA_00796_1,167,580
SAL_EA2932AA_00881_1,348,1533
SAL_EA2932AA_00877_1,272,1006
SAL_EA0782AA_00664_1,196,776
SAL_EA0782AA_00663_1,752,2749
SAL_EA2932AA_00872_1,225,846
SAL_EA2932AA_03448_1,169,641
SAL_EA3023AA_03070_1,848,3364
SAL_EA3216AA_03965_1,218,745
SAL_EA5822AA_04609_1,896,2713
SAL_EA5822AA_04452_1,192,762
SAL_EA6800AA_00156_1,178,731
SAL_EA6800AA_00421_1,857,3166
SAL_EA8495AA_03199_1,445,1526
SAL_EA8154AA_02001_1,345,1347
SAL_EA6800AA_00412_1,194,769
SAL_EA8824AA_03778_1,374,1003
SARI_RS04120_1,2025,6759
SARI_RS00970_1,393,1407
SARI_RS08960_1,279,954
SARI_RS06730_1,132,453
SARI_RS08950_1,185,598
SARI_RS03080_1,1968,6780
SARI_RS04255_1,1127,3481
SARI_RS00810_1,119,475
SARI_RS05885_1,227,745
SARI_RS09730_1,799,2423
SARI_RS09130_1,134,478
SARI_RS00290_1,1458,4734
SARI_RS03105_1,3264,11496
SARI_RS03345_1,164,637
SARI_RS03340_1,559,1898
SARI_RS00985_1,516,2022
SARI_RS09155_1,246,870
SARI_RS04280_1,147,663
SARI_RS01710_1,619,2036
SARI_RS04150_1,131,454
SARI_RS03385_1,1327,4568
SARI_RS06860_1,261,819
SARI_RS02365_1,309,1095
SARI_RS03095_1,3029,9976
SARI_RS00300_1,223,641
SARI_RS01705_1,301,1382
SARI_RS01345_1,139,518
SARI_RS03075_1,154,503
SARI_RS04350_1,689,2326
SARI_RS05010_1,660,2337
SARI_RS00225_1,412,1298
SARI_RS06890_1,649,2375
SARI_RS04330_1,541,2042
SARI_RS03335_1,151,497
SARI_RS04315_1,140,571
SARI_RS10000_1,851,3037
SARI_RS05990_1,715,2534
SARI_RS08755_1,1235,4039
SARI_RS08750_1,766,2807
SARI_RS10025_1,260,928
SARI_RS10020_1,441,1368
SARI_RS14500_1,924,2973
SARI_RS12070_1,165,717
SARI_RS10300_1,598,2120
SARI_RS15745_1,624,1887
SARI_RS15535_1,1240,4673
SARI_RS15985_1,235,827
SARI_RS12310_1,661,2390
SARI_RS16370_1,393,1641
SARI_RS11670_1,719,2458
SARI_RS16745_1,477,1782
SARI_RS15495_1,177,552
SARI_RS11120_1,130,500
SARI_RS14475_1,443,1618
SARI_RS12265_1,1991,6028
SARI_RS15820_1,1053,3276
SARI_RS12100_1,464,1876
SARI_RS14575_1,229,707
SARI_RS11235_1,117,459
SARI_RS10050_1,931,3074
SARI_RS14465_1,136,521
SARI_RS14530_1,459,1494
SARI_RS14515_1,288,963
SARI_RS14510_1,330,1146
SARI_RS12065_1,311,1039
SARI_RS13245_1,804,2418
SARI_RS11220_1,1589,5503
SARI_RS14495_1,1636,5303
SARI_RS11230_1,236,700
SARI_RS12685_1,349,1244
SARI_RS15500_1,765,2601
SARI_RS14645_1,187,668
SARI_RS12725_1,1761,5781
SARI_RS16360_1,166,536
SARI_RS15810_1,774,2322
SARI_RS12700_1,2521,7703
SARI_RS13945_1,348,1218
SARI_RS12270_1,320,1156
SARI_RS12130_1,263,1159
SARI_RS11110_1,2102,7240
SARI_RS10045_1,1214,3988
SARI_RS10010_1,197,649
SARI_RS12075_1,940,3056
SARI_RS13960_1,273,906
SARI_RS15025_1,790,2846
SARI_RS16900_1,544,2111
SARI_RS21140_1,134,478
SARI_RS21125_1,2521,9170
SARI_RS20555_1,267,1074
SBG_RS03135_1,1336,4649
SBG_RS03130_1,139,464
SARI_RS19470_1,464,1390
SARI_RS17285_1,521,2035
SARI_RS18525_1,633,2013
SARI_RS21985_1,158,553
SARI_RS22015_1,173,574
SARI_RS16895_1,1455,4845
SARI_RS21650_1,123,471
SARI_RS21630_1,797,2479
SARI_RS18500_1,1056,3966
SARI_RS17290_1,299,1132
SARI_RS17930_1,480,1761
SARI_RS18075_1,441,1602
SARI_RS21605_1,215,757
SCH_RS01490_1,278,1126
SCH_RS01765_1,100,503
SCH_RS13030_1,818,2746
SCH_RS24120_1,287,982
SCH_RS24240_1,723,2193
SCH_RS19900_1,120,492
SCH_RS23775_1,167,553
SCH_RS01790_1,138,510
SCH_RS05185_1,148,473
SCH_RS02565_1,968,3442
SCH_RS23865_1,120,411
SCH_RS22680_1,163,602
SCH_RS17950_1,376,1307
SCH_RS24170_1,225,783
SCH_RS23915_1,490,1589
SCH_RS23965_1,235,656
SCH_RS22705_1,291,1023
SCH_RS22725_1,1331,4951
SCH_RS03150_1,189,639
SCH_RS23365_1,148,545
SCH_RS23905_1,922,2948
SCH_RS24025_1,1769,6079
SCH_RS24340_1,177,615
SCH_RS10000_1,622,2330
SCH_RS14110_1,557,1963
SCH_RS06935_1,155,538
SCH_RS11220_1,496,1718
SCH_RS14825_1,62,208
SCH_RS01960_1,211,779
SCH_RS14090_1,201,708
SCH_RS08100_1,907,2684
SCH_RS23300_1,294,984
SCH_RS13545_1,433,1511
SCH_RS09830_1,277,911
SCH_RS06610_1,221,706
SCH_RS06615_1,753,2460
SCH_RS22695_1,423,1593
SCH_RS11180_1,151,533
SCH_RS23425_1,110,394
SCH_RS13585_1,309,1023
SCH_RS01920_1,140,571
SCH_RS22715_1,203,895
SCH_RS22710_1,107,451
SCH_RS23380_1,259,902
SCH_RS23970_1,159,597
SCH_RS14095_1,547,1973
SCH_RS08050_1,1112,3424
SE1_gp63_1,1359,4392
SEAG_RS00005_1,154,557
SE14_RS25280_1,259,947
SEAG_RS00180_1,130,446
SEAG_RS00085_1,220,797
SE17cs_RS21020_1,197,712
SE14_RS24640_1,374,1282
SEAG_RS00010_1,139,545
SE451236_RS19935_1,345,1185
SEAG_RS00090_1,279,999
SED_RS05655_1,660,2265
SEAG_RS22830_1,1932,5970
SED_RS00420_1,283,1058
SEAG_RS13765_1,747,2439
SEAG_RS10055_1,570,2400
SEEA1592_RS06290_1,190,701
SED_RS00385_1,213,777
SEAG_RS13485_1,1782,6192
SEAG_RS00255_1,232,704
SEAG_RS16010_1,178,587
SED_RS00320_1,835,2783
SED_RS11255_1,141,543
SEAG_RS18990_1,1715,6088
SEAG_RS10170_1,505,1880
SED_RS00360_1,425,1519
SEAG_RS22930_1,870,3117
SED_RS03260_1,229,806
SED_RS14865_1,485,1855
SEAG_RS01720_1,325,1133
SEAG_RS01725_1,418,1598
SEAG_RS06265_1,537,2298
SED_RS00270_1,431,1504
SEAG_RS22765_1,829,2960
SED_RS00180_1,215,613
SEAG_RS10110_1,293,1210
SEAG_RS13450_1,359,1117
SEAG_RS10060_1,276,1038
SEAG_RS05555_1,597,2301
SEAG_RS16020_1,752,2686
SED_RS11245_1,326,1105
SEAG_RS16005_1,702,2457
SEAG_RS10180_1,2675,8908
SED_RS03370_1,294,1029
SED_RS00370_1,743,2803
SEAG_RS05475_1,1076,3163
SED_RS00285_1,297,1161
SEAG_RS22960_1,974,3526
SED_RS00415_1,526,1985
SEAG_RS22865_1,611,2170
SEEE1427_RS22750_1,244,809
SEEH1578_RS23895_1,161,595
SEEH1578_RS23835_1,117,540
SEEH1578_RS23845_1,150,606
SEEC0708_RS15720_1,240,957
SEEC0708_RS09875_1,813,2814
SEEH1578_RS23655_1,718,2315
SEEH1578_RS23820_1,231,813
SEEH1578_RS23860_1,254,799
SEEE1427_RS21155_1,392,1156
SEEC0708_RS07160_1,237,906
SEEH1578_RS23830_1,217,836
SEESL791_RS03565_1,236,799
SEEN550_RS01580_1,390,1356
SEESL791_RS05340_1,828,2781
SEEN462_RS00140_1,122,499
SEESL791_RS07930_1,341,1279
SEESL791_RS00565_1,569,2257
SEEP7378_RS08700_1,89,343
SEEN425_RS02240_1,135,558
SEEH1578_RS24045_1,187,677
SEEN486_RS06605_1,129,474
SEEP9120_RS17100_1,974,3643
SEEN425_RS01975_1,134,523
SEEP7378_RS06270_1,206,685
SEESL791_RS03575_1,228,771
SEEH1578_RS24035_1,1140,3360
SEEN462_RS01460_1,126,441
SEHA_RS00665_1,643,2300
SEHA_RS00390_1,390,1266
SEET0819_RS19190_1,123,507
SEEW1655_RS24650_1,380,1267
SEHA_RS00110_1,448,1487
SEET0819_RS19270_1,156,681
SEET0819_RS02600_1,300,1140
SEHA_RS13140_1,815,3478
SEHA_RS13145_1,178,641
SEHA_RS05950_1,139,428
SEHA_RS00330_1,439,1406
SEHA_RS02290_1,161,631
SEET0819_RS22585_1,201,663
SEHA_RS00015_1,167,643
SEET0819_RS02570_1,375,1416
SEET0819_RS16315_1,2384,7678
SEHA_RS08100_1,406,1268
SEHA_RS08160_1,325,944
SEHA_RS22690_1,119,403
SEHA_RS22695_1,105,435
SEHA_RS00080_1,725,2281
SEESL791_RS21640_1,577,2141
SEET0819_RS03065_1,283,1157
SEESL791_RS21665_1,603,2016
SEET0819_RS22125_1,419,1462
SEHA_RS00045_1,430,1379
SEHA_RS00040_1,309,1176
SEET0819_RS22105_1,184,644
SEHA_RS22610_1,156,510
SEHA_RS05510_1,353,1051
SEHA_RS22685_1,241,794
SEET0819_RS22145_1,404,1360
SEHA_RS01370_1,195,831
SEET0819_RS22170_1,825,2856
SEET0819_RS06365_1,1514,5002
SEHA_RS22575_1,173,619
SEHA_RS08855_1,156,492
SEHA_RS06105_1,824,2839
SEET0819_RS22060_1,257,823
SEHA_RS17035_1,493,1622
SEN_RS09955_1,98,352
SEN_RS07210_1,149,490
SEHA_RS22745_1,173,619
SEN_RS01090_1,2083,7016
SESA_RS02375_1,133,524
SEN_RS11165_1,1666,5795
SESA_RS00590_1,676,2222
SEN_RS05875_1,751,2489
SEN_RS05250_1,227,907
SEN_RS06040_1,129,411
SESA_RS02205_1,165,528
SEN_RS22050_1,165,582
SEN_RS10395_1,803,3013
SEN_RS10390_1,347,1300
SESA_RS00525_1,647,2035
SEHA_RS24220_1,258,921
SEN_RS05895_1,186,732
SEN_RS22070_1,387,1107
SESA_RS03440_1,384,1434
SEN_RS10375_1,493,1883
SEN_RS09960_1,715,2354
SEN_RS21875_1,1040,3217
SEN_RS10290_1,194,796
SESA_RS03535_1,335,1222
SEN_RS22090_1,493,1955
SESA_RS00225_1,399,1284
SESA_RS00220_1,2203,6698
SEN_RS07225_1,200,673
SEHA_RS22750_1,388,1241
SEN_RS05155_1,209,673
SESA_RS00360_1,207,621
SEN_RS05245_1,179,658
SEN_RS10380_1,303,1137
SEN_RS10385_1,288,927
SEN_RS11160_1,674,2395
SEN_RS10365_1,151,659
SEN_RS05880_1,194,643
SEN_RS22270_1,864,3051
SEN_RS05180_1,258,1065
SESA_RS00575_1,510,1731
SESA_RS00570_1,1342,4382
SEN_RS10320_1,989,3574
SEN_RS09970_1,512,1945
SESA_RS00600_1,632,2176
SEHA_RS23660_1,280,989
SINFA_RS01510_1,204,831
SESA_RS21705_1,297,1053
SESA_RS04005_1,235,728
SESA_RS04000_1,483,1614
SESA_RS03785_1,285,912
SLT-BT0051_1,147,492
SG_RS01415_1,580,1877
SG_RS01430_1,395,1225
SESA_RS03560_1,152,622
SESA_RS10940_1,895,3254
SESA_RS20155_1,1357,4682
SESA_RS15915_1,344,1222
SESA_RS14355_1,793,3032
SESA_RS19145_1,239,895
SESA_RS19120_1,859,2930
SG_RS01355_1,543,1995
SESA_RS22185_1,564,1812
SESA_RS03660_1,462,1707
SESA_RS18125_1,473,1651
SESA_RS14335_1,246,888
SESA_RS03630_1,534,1689
SESA_RS03975_1,166,527
SG_RS05220_1,998,3214
SG_RS10175_1,299,1123
SESA_RS21485_1,167,652
SLT-BT0141_1,402,1164
SESA_RS15220_1,443,1681
SESA_RS03575_1,922,3137
SG_RS05285_1,137,502
SLT-BT0161_1,431,1225
SG_RS01465_1,1693,6164
SG_RS01480_1,1185,4368
SESA_RS21630_1,223,812
SESA_RS03840_1,246,969
SG_RS06000_1,277,1010
SG_RS05280_1,1001,3418
SLT-BT0181_1,517,1373
SINFA_RS06460_1,101,412
SESA_RS22160_1,348,1092
SG_RS22420_1,452,1384
SLT-BT1031_1,310,1157
SNSL254_RS06505_1,187,695
SNSL254_RS00905_1,702,2331
SLT-BT0271_1,728,2179
SNSL254_RS06480_1,401,1408
SNSL254_RS10220_1,276,1092
SLT-BT0581_1,305,1162
SLT-BT0631_1,899,2926
SNSL254_RS00300_1,222,777
SNSL254_RS00795_1,662,1921
SLT-BT0672_1,307,935
SLT-BT0671_1,488,1555
SNSL254_RS00280_1,249,885
SLT-BT1101_1,193,662
SLT-BT0711_1,234,738
SLT-BT0951_1,219,708
SLT-BT0771_1,334,1079
SNSL254_RS00995_1,952,3647
SNSL254_RS06630_1,209,790
SLT-BT0911_1,1849,6098
SNSL254_RS00220_1,236,682
SLT-BT0241_1,544,1760
SLT-BT0791_1,441,1620
SLT-BT1021_1,1919,6550
SNSL254_RS10600_1,144,468
SNSL254_RS10605_1,672,2361
SLT-BT0881_1,398,1150
SNSL254_RS00760_1,911,2797
SNSL254_RS02590_1,345,1149
SLT-BT0593_1,282,960
SLT-BT0594_1,418,1283
SLT-BT0641_1,307,962
SNSL254_RS00310_1,1010,3274
SNSL254_RS00640_1,1123,3755
SLT-BT0801_1,200,763
SNSL254_RS06625_1,754,2450
SLT-BT0861_1,440,1351
SNSL254_RS00855_1,703,2312
SNSL254_RS06475_1,155,592
SNSL254_RS00160_1,250,758
SNSL254_RS10590_1,136,494
SLT-BT0962_1,282,978
SLT-BT0741_1,1427,4567
SNSL254_RS00020_1,180,666
SNSL254_RS09040_1,131,436
SPA_RS12220_1,381,1383
SPAB_RS09195_1,362,1195
SPAB_RS23080_1,918,3357
SPAB_RS23085_1,821,2806
SPAB_RS21875_1,1524,4812
SPA_RS13320_1,160,524
SNSL254_RS15045_1,842,2740
SNSL254_RS23890_1,146,520
SPAB_RS04645_1,114,435
SPA_RS13155_1,157,572
SPA_RS01785_1,505,1727
SPA_RS21750_1,393,1308
SPA_RS22215_1,316,1160
SPA_RS13270_1,729,2340
SPAB_RS09025_1,440,1369
SPAB_RS04655_1,888,3315
SPAB_RS22125_1,152,568
SPA_RS21860_1,4353,14610
SNSL254_RS21670_1,390,1140
SPAB_RS18960_1,260,991
SPAB_RS21770_1,374,1282
SPA_RS05935_1,604,2060
SPAB_RS21980_1,497,1339
SPAB_RS04665_1,3083,10669
SNSL254_RS21760_1,264,987
SPA_RS09310_1,336,1257
SPA_RS12020_1,161,586
SPAB_RS04310_1,171,630
SPA_RS13335_1,681,2361
SPA_RS03880_1,638,2458
SNSL254_RS21620_1,295,1001
SPAB_RS10940_1,589,2183
SPA_RS07825_1,141,507
SPA_RS01795_1,381,1167
SPAB_RS21705_1,137,466
SPC_0567_1,146,565
SNSL254_RS23860_1,1655,5995
SPA_RS17450_1,888,2838
SPAB_RS04735_1,883,2906
SPAB_RS00940_1,1753,6068
SPAB_RS04240_1,519,1632
SSU5_097_1,179,667
SPC_RS06365_1,177,768
STM04865_1,125,433
STM1637_1,1048,3605
SPC_RS22020_1,225,756
SPC_RS21930_1,672,2181
STM1671_1,520,2054
SSU5_051_1,138,474
STBHUCCB_RS14210_1,196,659
SPC_RS19525_1,250,1028
STM0928_1,821,2896
SPN9CC_0019_1,805,2885
SPC_RS22100_1,142,587
SPC_RS06315_1,258,948
STM0909_1,327,1149
STM0901_1,666,2241
STM14_RS00375_1,179,694
STM1549_1,273,897
SPC_RS10885_1,159,660
STM14_RS06850_1,294,1110
ST64Tp48_1,249,822
SSPA0283_1,164,529
STM04870_1,124,461
SSU5_046_1,131,508
STM04890_1,103,473
SPC_RS06530_1,306,1080
STM0657_1,466,1622
SPC_RS06510_1,1437,5160
STM1548.s_1,670,2570
STM3753_1,801,2772
STMMW_00381_1,875,2887
STMMW_02881_1,531,1791
STM3637_1,748,2492
STM474_RS24265_1,165,618
STM2695_1,789,2514
STM2711_1,338,1003
STMMW_02931_1,346,1220
STMMW_00181_1,2148,6843
STMMW_01871_1,619,1946
STMMW_00511_1,810,2799
STMMW_00871_1,128,457
STMMW_00811_1,1040,3235
STMMW_03041_1,176,652
STMMW_00221_1,1840,6026
STM2739_1,701,2377
STMMW_02911_1,570,1797
STM3745_1,586,1970
STMMW_02421_1,908,2728
STMMW_02551_1,660,2085
STMMW_02891_1,273,1059
STMMW_00691_1,2347,7337
STM4196_1,469,1718
STM2680_1,371,1447
STMMW_00371_1,749,2824
STM474_RS24255_1,240,804
STMMW_00311_1,271,1052
STMMW_00881_1,1189,4481
STM2703_1,723,2517
STMDT12_RS01820_1,538,1784
STM2729_1,1672,5618
STMDT12_RS24330_1,660,1923
STM2740_1,734,2461
STMMW_02391_1,1187,4105
STMMW_03133_1,77,319
STMMW_03051_1,183,744
STMMW_00771_1,548,1765
STMMW_02901_1,2952,8658
STMMW_02961_1,2943,9342
STM474_RS24280_1,460,1439
STMMW_00301_1,660,2355
STM474_RS13975_1,273,852
STMMW_09831_1,559,2321
STMMW_05671_1,540,1944
STMMW_07791_1,516,1797
STMMW_05911_1,746,2359
STMMW_04321_1,176,499
STMMW_06241_1,620,2161
STMMW_03691_1,321,1236
STMMW_08511_1,121,401
STMMW_07881_1,267,849
STMMW_08741_1,713,2212
STMMW_07251_1,845,2872
STMMW_09121_1,457,1586
STMMW_03491_1,95,346
STMMW_09331_1,803,2590
STMMW_10541_1,340,1154
STMMW_05091_1,809,3043
STMMW_08621_1,392,1291
STMMW_05391_1,175,608
STMMW_09821_1,215,766
STMMW_03621_1,119,466
STMMW_05081_1,972,3564
STMMW_10221_1,178,605
STMMW_07811_1,1091,4246
STMMW_10131_1,821,2824
STMMW_05641_1,1104,3855
